id,source,source_id,image_path,image_url,artist,style,genre,emotion,description,composition,color_harmony,contrast,lighting,perspective,critique_notes,split
ACD_000118,wikiart,Mannerism_Late_Renaissance/agnolo-bronzino_portrait-of-signor-panciatichi-bartolomeo-1540.jpg,data/processed/wikiart_subset/images/ACD_000118.jpg,,Agnolo Bronzino,Mannerism Late Renaissance,Mannerism Late Renaissance,,portrait of signor panciatichi bartolomeo 1540,,,,,,,train
ACD_000119,wikiart,Contemporary_Realism/konstantin-vasilyev_the-starry-sky.jpg,data/processed/wikiart_subset/images/ACD_000119.jpg,,Konstantin Vasilyev,Contemporary Realism,Contemporary Realism,,the starry sky,,,,,,,train
ACD_000120,wikiart,Analytical_Cubism/georges-braque_violin-and-palette-1909.jpg,data/processed/wikiart_subset/images/ACD_000120.jpg,,Georges Braque,Analytical Cubism,Analytical Cubism,,violin and palette 1909,,,,,,,train
ACD_000121,wikiart,Impressionism/georgios-jakobides_child-with-cart.jpg,data/processed/wikiart_subset/images/ACD_000121.jpg,,Georgios Jakobides,Impressionism,Impressionism,,child with cart,,,,,,,train
ACD_000122,wikiart,Expressionism/mstislav-dobuzhinsky_vitebsk-circus-1923.jpg,data/processed/wikiart_subset/images/ACD_000122.jpg,,Mstislav Dobuzhinsky,Expressionism,Expressionism,,vitebsk circus 1923,,,,,,,train
ACD_000123,wikiart,Northern_Renaissance/albrecht-durer_lion.jpg,data/processed/wikiart_subset/images/ACD_000123.jpg,,Albrecht Durer,Northern Renaissance,Northern Renaissance,,lion,,,,,,,train
ACD_000124,wikiart,Early_Renaissance/sandro-botticelli_portrait-of-dante(1).jpg,data/processed/wikiart_subset/images/ACD_000124.jpg,,Sandro Botticelli,Early Renaissance,Early Renaissance,,portrait of dante(1),,,,,,,train
ACD_000125,wikiart,Impressionism/camille-pissarro_view-across-stamford-brook-common-1897.jpg,data/processed/wikiart_subset/images/ACD_000125.jpg,,Camille Pissarro,Impressionism,Impressionism,,view across stamford brook common 1897,,,,,,,train
ACD_000126,wikiart,Impressionism/santiago-rusinol_portrait-of-eric-satie-at-the-harmonium.jpg,data/processed/wikiart_subset/images/ACD_000126.jpg,,Santiago Rusinol,Impressionism,Impressionism,,portrait of eric satie at the harmonium,,,,,,,train
ACD_000127,wikiart,Romanticism/john-atkinson-grimshaw_still-life-of-birds-nest-with-primulas-and-blossom-1869.jpg,data/processed/wikiart_subset/images/ACD_000127.jpg,,John Atkinson Grimshaw,Romanticism,Romanticism,,still life of birds nest with primulas and blossom 1869,,,,,,,train
ACD_000128,wikiart,High_Renaissance/leonardo-da-vinci_head-of-st-james-the-less.jpg,data/processed/wikiart_subset/images/ACD_000128.jpg,,Leonardo Da Vinci,High Renaissance,High Renaissance,,head of st james the less,,,,,,,train
ACD_000129,wikiart,Cubism/pablo-picasso_three-women-rhythmical-version-1908.jpg,data/processed/wikiart_subset/images/ACD_000129.jpg,,Pablo Picasso,Cubism,Cubism,,three women rhythmical version 1908,,,,,,,train
ACD_000130,wikiart,Pointillism/georges-seurat_the-river-seine-at-la-grande-jatte-1888.jpg,data/processed/wikiart_subset/images/ACD_000130.jpg,,Georges Seurat,Pointillism,Pointillism,,the river seine at la grande jatte 1888,,,,,,,train
ACD_000131,wikiart,Action_painting/jackson-pollock_shimmering-substance(1).jpg,data/processed/wikiart_subset/images/ACD_000131.jpg,,Jackson Pollock,Action Painting,Action painting,,shimmering substance(1),,,,,,,train
ACD_000132,wikiart,Contemporary_Realism/jamie-wyeth_summer-house-winter-house-1975.jpg,data/processed/wikiart_subset/images/ACD_000132.jpg,,Jamie Wyeth,Contemporary Realism,Contemporary Realism,,summer house winter house 1975,,,,,,,train
ACD_000133,wikiart,Ukiyo_e/utagawa-kuniyoshi_tenjiku-tokubei-riding-a-giant-toadn.jpg,data/processed/wikiart_subset/images/ACD_000133.jpg,,Utagawa Kuniyoshi,Ukiyo E,Ukiyo e,,tenjiku tokubei riding a giant toadn,,,,,,,train
ACD_000134,wikiart,Naive_Art_Primitivism/horace-pippin_the-artist-s-wife-1936.jpg,data/processed/wikiart_subset/images/ACD_000134.jpg,,Horace Pippin,Naive Art Primitivism,Naive Art Primitivism,,the artist s wife 1936,,,,,,,train
ACD_000135,wikiart,Cubism/julio-gonzalez_homme-cactus-dansant-1939.jpg,data/processed/wikiart_subset/images/ACD_000135.jpg,,Julio Gonzalez,Cubism,Cubism,,homme cactus dansant 1939,,,,,,,train
ACD_000136,wikiart,Art_Nouveau_Modern/anna-ostroumova-lebedeva_academy-of-arts.jpg,data/processed/wikiart_subset/images/ACD_000136.jpg,,Anna Ostroumova Lebedeva,Art Nouveau Modern,Art Nouveau Modern,,academy of arts,,,,,,,train
ACD_000137,wikiart,Fauvism/joan-miro_portrait-of-a-young-girl.jpg,data/processed/wikiart_subset/images/ACD_000137.jpg,,Joan Miro,Fauvism,Fauvism,,portrait of a young girl,,,,,,,train
ACD_000138,wikiart,Action_painting/jackson-pollock_enchanted-forest-1947.jpg,data/processed/wikiart_subset/images/ACD_000138.jpg,,Jackson Pollock,Action Painting,Action painting,,enchanted forest 1947,,,,,,,train
ACD_000139,wikiart,Abstract_Expressionism/sam-francis_red-again-1972.jpg,data/processed/wikiart_subset/images/ACD_000139.jpg,,Sam Francis,Abstract Expressionism,Abstract Expressionism,,red again 1972,,,,,,,train
ACD_000140,wikiart,Minimalism/alberto-carneiro_tree-game-toy-in-seven-mirrored-images-1974.jpg,data/processed/wikiart_subset/images/ACD_000140.jpg,,Alberto Carneiro,Minimalism,Minimalism,,tree game toy in seven mirrored images 1974,,,,,,,train
ACD_000141,wikiart,Art_Nouveau_Modern/boris-kustodiev_after-the-storm-1921.jpg,data/processed/wikiart_subset/images/ACD_000141.jpg,,Boris Kustodiev,Art Nouveau Modern,Art Nouveau Modern,,after the storm 1921,,,,,,,train
ACD_000142,wikiart,High_Renaissance/vittore-carpaccio_the-departure-of-the-english-ambassadors-1498.jpg,data/processed/wikiart_subset/images/ACD_000142.jpg,,Vittore Carpaccio,High Renaissance,High Renaissance,,the departure of the english ambassadors 1498,,,,,,,train
ACD_000143,wikiart,Ukiyo_e/katsushika-hokusai_inside-the-courtyard-of-the-toeizan-temple-at-ueno.jpg,data/processed/wikiart_subset/images/ACD_000143.jpg,,Katsushika Hokusai,Ukiyo E,Ukiyo e,,inside the courtyard of the toeizan temple at ueno,,,,,,,train
ACD_000144,wikiart,Color_Field_Painting/charles-hinman_black-and-white-1964.jpg,data/processed/wikiart_subset/images/ACD_000144.jpg,,Charles Hinman,Color Field Painting,Color Field Painting,,black and white 1964,,,,,,,train
ACD_000145,wikiart,Minimalism/anne-truitt_quipe-1984.jpg,data/processed/wikiart_subset/images/ACD_000145.jpg,,Anne Truitt,Minimalism,Minimalism,,quipe 1984,,,,,,,train
ACD_000146,wikiart,Minimalism/andrei-cadere_cubic-bar-of-wood-1971.jpg,data/processed/wikiart_subset/images/ACD_000146.jpg,,Andrei Cadere,Minimalism,Minimalism,,cubic bar of wood 1971,,,,,,,train
ACD_000147,wikiart,Action_painting/franz-kline_untitled-1957.jpg,data/processed/wikiart_subset/images/ACD_000147.jpg,,Franz Kline,Action Painting,Action painting,,untitled 1957,,,,,,,train
ACD_000148,wikiart,Impressionism/alfred-sisley_spring-at-veneux-1880.jpg,data/processed/wikiart_subset/images/ACD_000148.jpg,,Alfred Sisley,Impressionism,Impressionism,,spring at veneux 1880,,,,,,,train
ACD_000149,wikiart,Minimalism/john-mccracken_untitled-1976.jpg,data/processed/wikiart_subset/images/ACD_000149.jpg,,John Mccracken,Minimalism,Minimalism,,untitled 1976,,,,,,,train
ACD_000150,wikiart,Romanticism/jan-matejko_catherine-potocka.jpg,data/processed/wikiart_subset/images/ACD_000150.jpg,,Jan Matejko,Romanticism,Romanticism,,catherine potocka,,,,,,,train
ACD_000151,wikiart,Abstract_Expressionism/jack-bush_november-19-oscar-s-death.jpg,data/processed/wikiart_subset/images/ACD_000151.jpg,,Jack Bush,Abstract Expressionism,Abstract Expressionism,,november 19 oscar s death,,,,,,,train
ACD_000152,wikiart,Contemporary_Realism/fairfield-porter_late-afternoon-snow-1972.jpg,data/processed/wikiart_subset/images/ACD_000152.jpg,,Fairfield Porter,Contemporary Realism,Contemporary Realism,,late afternoon snow 1972,,,,,,,train
ACD_000153,wikiart,Analytical_Cubism/georges-braque_le-sacre-coeur-1910.jpg,data/processed/wikiart_subset/images/ACD_000153.jpg,,Georges Braque,Analytical Cubism,Analytical Cubism,,le sacre coeur 1910,,,,,,,train
ACD_000154,wikiart,Abstract_Expressionism/william-baziotes_red-wall-1961.jpg,data/processed/wikiart_subset/images/ACD_000154.jpg,,William Baziotes,Abstract Expressionism,Abstract Expressionism,,red wall 1961,,,,,,,train
ACD_000155,wikiart,Synthetic_Cubism/juan-gris_fruit-bowl-with-bottle-1914.jpg,data/processed/wikiart_subset/images/ACD_000155.jpg,,Juan Gris,Synthetic Cubism,Synthetic Cubism,,fruit bowl with bottle 1914,,,,,,,train
ACD_000156,wikiart,Pop_Art/evelyne-axell_ice-cream-blue-version-1967.jpg,data/processed/wikiart_subset/images/ACD_000156.jpg,,Evelyne Axell,Pop Art,Pop Art,,ice cream blue version 1967,,,,,,,train
ACD_000157,wikiart,Abstract_Expressionism/jay-defeo_untitled-shoetree-series-1977.jpg,data/processed/wikiart_subset/images/ACD_000157.jpg,,Jay Defeo,Abstract Expressionism,Abstract Expressionism,,untitled shoetree series 1977,,,,,,,train
ACD_000158,wikiart,Impressionism/walter-sickert_the-wardrobe-1924.jpg,data/processed/wikiart_subset/images/ACD_000158.jpg,,Walter Sickert,Impressionism,Impressionism,,the wardrobe 1924,,,,,,,train
ACD_000159,wikiart,Rococo/antoine-pesne_henriette-karoline-von-pfalz-zweibr-cken-landgrave-of-hesse-darmstadt-with-the-moor.jpg,data/processed/wikiart_subset/images/ACD_000159.jpg,,Antoine Pesne,Rococo,Rococo,,henriette karoline von pfalz zweibr cken landgrave of hesse darmstadt with the moor,,,,,,,train
ACD_000160,wikiart,Art_Nouveau_Modern/raphael-kirchner_single-items-7.jpg,data/processed/wikiart_subset/images/ACD_000160.jpg,,Raphael Kirchner,Art Nouveau Modern,Art Nouveau Modern,,single items 7,,,,,,,train
ACD_000161,wikiart,Contemporary_Realism/eric-fischl_daddy-s-girl.jpg,data/processed/wikiart_subset/images/ACD_000161.jpg,,Eric Fischl,Contemporary Realism,Contemporary Realism,,daddy s girl,,,,,,,train
ACD_000162,wikiart,Northern_Renaissance/jean-fouquet_arrival-of-the-emperor-charles-iv-in-front-of-saint-denis-1460.jpg,data/processed/wikiart_subset/images/ACD_000162.jpg,,Jean Fouquet,Northern Renaissance,Northern Renaissance,,arrival of the emperor charles iv in front of saint denis 1460,,,,,,,train
ACD_000163,wikiart,Romanticism/dante-gabriel-rossetti_dante-s-dream-at-the-time-of-the-death-of-beatrice-study-1870.jpg,data/processed/wikiart_subset/images/ACD_000163.jpg,,Dante Gabriel Rossetti,Romanticism,Romanticism,,dante s dream at the time of the death of beatrice study 1870,,,,,,,train
ACD_000164,wikiart,Action_painting/jackson-pollock_autumn-rhythm-number-30-1950.jpg,data/processed/wikiart_subset/images/ACD_000164.jpg,,Jackson Pollock,Action Painting,Action painting,,autumn rhythm number 30 1950,,,,,,,train
ACD_000165,wikiart,Symbolism/nicholas-roerich_himalayas-1943-3.jpg,data/processed/wikiart_subset/images/ACD_000165.jpg,,Nicholas Roerich,Symbolism,Symbolism,,himalayas 1943 3,,,,,,,train
ACD_000166,wikiart,Ukiyo_e/utagawa-kuniyoshi_heroes-of-china-and-japan-1.jpg,data/processed/wikiart_subset/images/ACD_000166.jpg,,Utagawa Kuniyoshi,Ukiyo E,Ukiyo e,,heroes of china and japan 1,,,,,,,train
ACD_000167,wikiart,Action_painting/franz-kline_horizontal-rust-1960.jpg,data/processed/wikiart_subset/images/ACD_000167.jpg,,Franz Kline,Action Painting,Action painting,,horizontal rust 1960,,,,,,,train
ACD_000168,wikiart,Abstract_Expressionism/robert-nickle_untitled-1.jpg,data/processed/wikiart_subset/images/ACD_000168.jpg,,Robert Nickle,Abstract Expressionism,Abstract Expressionism,,untitled 1,,,,,,,train
ACD_000169,wikiart,Synthetic_Cubism/georges-braque_guitar-and-sheet-music-1919.jpg,data/processed/wikiart_subset/images/ACD_000169.jpg,,Georges Braque,Synthetic Cubism,Synthetic Cubism,,guitar and sheet music 1919,,,,,,,train
ACD_000170,wikiart,Contemporary_Realism/fairfield-porter_henry-sitting-in-chair-1958.jpg,data/processed/wikiart_subset/images/ACD_000170.jpg,,Fairfield Porter,Contemporary Realism,Contemporary Realism,,henry sitting in chair 1958,,,,,,,train
ACD_000171,wikiart,Analytical_Cubism/georges-braque_houses-at-estaque-1908.jpg,data/processed/wikiart_subset/images/ACD_000171.jpg,,Georges Braque,Analytical Cubism,Analytical Cubism,,houses at estaque 1908,,,,,,,train
ACD_000172,wikiart,Early_Renaissance/carlo-crivelli_annunciation-angel-gabriel-1468.jpg,data/processed/wikiart_subset/images/ACD_000172.jpg,,Carlo Crivelli,Early Renaissance,Early Renaissance,,annunciation angel gabriel 1468,,,,,,,train
ACD_000173,wikiart,Art_Nouveau_Modern/boris-kustodiev_portrait-of-fyodor-chaliapin-1921.jpg,data/processed/wikiart_subset/images/ACD_000173.jpg,,Boris Kustodiev,Art Nouveau Modern,Art Nouveau Modern,,portrait of fyodor chaliapin 1921,,,,,,,train
ACD_000174,wikiart,Contemporary_Realism/donald-sultan_apples-and-oranges-1987.jpg,data/processed/wikiart_subset/images/ACD_000174.jpg,,Donald Sultan,Contemporary Realism,Contemporary Realism,,apples and oranges 1987,,,,,,,train
ACD_000175,wikiart,Contemporary_Realism/eric-fischl_krefeld-project-living-room-scene-3.jpg,data/processed/wikiart_subset/images/ACD_000175.jpg,,Eric Fischl,Contemporary Realism,Contemporary Realism,,krefeld project living room scene 3,,,,,,,train
ACD_000176,wikiart,Expressionism/vilmos-aba-novak_musicians.jpg,data/processed/wikiart_subset/images/ACD_000176.jpg,,Vilmos Aba Novak,Expressionism,Expressionism,,musicians,,,,,,,train
ACD_000177,wikiart,Post_Impressionism/gustave-loiseau_quay-of-the-hotel-deville-in-paris.jpg,data/processed/wikiart_subset/images/ACD_000177.jpg,,Gustave Loiseau,Post Impressionism,Post Impressionism,,quay of the hotel deville in paris,,,,,,,train
ACD_000178,wikiart,Fauvism/maurice-de-vlaminck_portrait-of-derain-1905.jpg,data/processed/wikiart_subset/images/ACD_000178.jpg,,Maurice De Vlaminck,Fauvism,Fauvism,,portrait of derain 1905,,,,,,,train
ACD_000179,wikiart,Early_Renaissance/fra-angelico_crucified-christ-1434.jpg,data/processed/wikiart_subset/images/ACD_000179.jpg,,Fra Angelico,Early Renaissance,Early Renaissance,,crucified christ 1434,,,,,,,train
ACD_000180,wikiart,Post_Impressionism/maxime-maufra_the-red-rocks-at-belle-ile.jpg,data/processed/wikiart_subset/images/ACD_000180.jpg,,Maxime Maufra,Post Impressionism,Post Impressionism,,the red rocks at belle ile,,,,,,,train
ACD_000181,wikiart,Realism/isaac-levitan_evening-at-volga-1888-1.jpg,data/processed/wikiart_subset/images/ACD_000181.jpg,,Isaac Levitan,Realism,Realism,,evening at volga 1888 1,,,,,,,train
ACD_000182,wikiart,Fauvism/henri-matisse_the-blue-window-1911.jpg,data/processed/wikiart_subset/images/ACD_000182.jpg,,Henri Matisse,Fauvism,Fauvism; Expressionism,,the blue window 1911,,,,,,,train
ACD_000183,wikiart,Rococo/giovanni-battista-tiepolo_crown-of-thorns.jpg,data/processed/wikiart_subset/images/ACD_000183.jpg,,Giovanni Battista Tiepolo,Rococo,Rococo,,crown of thorns,,,,,,,train
ACD_000184,wikiart,Naive_Art_Primitivism/pablo-picasso_nude-bust-1907.jpg,data/processed/wikiart_subset/images/ACD_000184.jpg,,Pablo Picasso,Naive Art Primitivism,Naive Art Primitivism; Cubism,,nude bust 1907,,,,,,,train
ACD_000185,wikiart,Synthetic_Cubism/georges-braque_still-life-with-a-guitar-on-a-table-1918.jpg,data/processed/wikiart_subset/images/ACD_000185.jpg,,Georges Braque,Synthetic Cubism,Synthetic Cubism,,still life with a guitar on a table 1918,,,,,,,train
ACD_000186,wikiart,Cubism/rene-magritte_youth-1924(1).jpg,data/processed/wikiart_subset/images/ACD_000186.jpg,,Rene Magritte,Cubism,Cubism,,youth 1924(1),,,,,,,train
ACD_000187,wikiart,Post_Impressionism/henri-de-toulouse-lautrec_woman-in-the-garden-1891.jpg,data/processed/wikiart_subset/images/ACD_000187.jpg,,Henri De Toulouse Lautrec,Post Impressionism,Post Impressionism,,woman in the garden 1891,,,,,,,train
ACD_000188,wikiart,Art_Nouveau_Modern/anna-ostroumova-lebedeva_st-isaac-s-cathedral-in-a-foggy-day-1922.jpg,data/processed/wikiart_subset/images/ACD_000188.jpg,,Anna Ostroumova Lebedeva,Art Nouveau Modern,Art Nouveau Modern,,st isaac s cathedral in a foggy day 1922,,,,,,,train
ACD_000189,wikiart,High_Renaissance/andrea-mantegna_the-court-of-mantua.jpg,data/processed/wikiart_subset/images/ACD_000189.jpg,,Andrea Mantegna,High Renaissance,High Renaissance,,the court of mantua,,,,,,,train
ACD_000190,wikiart,Expressionism/lucian-freud_annie-and-alice-1975.jpg,data/processed/wikiart_subset/images/ACD_000190.jpg,,Lucian Freud,Expressionism,Expressionism,,annie and alice 1975,,,,,,,train
ACD_000191,wikiart,Symbolism/kuzma-petrov-vodkin_figure-of-s-f-petrova-vodkin-the-artist-s-father-on-his-knees-from-the-back-1909.jpg,data/processed/wikiart_subset/images/ACD_000191.jpg,,Kuzma Petrov Vodkin,Symbolism,Symbolism,,figure of s f petrova vodkin the artist s father on his knees from the back 1909,,,,,,,train
ACD_000192,wikiart,Post_Impressionism/pablo-picasso_woman-with-blue-hat-1901.jpg,data/processed/wikiart_subset/images/ACD_000192.jpg,,Pablo Picasso,Post Impressionism,Post Impressionism,,woman with blue hat 1901,,,,,,,train
ACD_000193,wikiart,Rococo/benjamin-west_the-death-of-general-wolfe-detail.jpg,data/processed/wikiart_subset/images/ACD_000193.jpg,,Benjamin West,Rococo,Rococo,,the death of general wolfe detail,,,,,,,train
ACD_000194,wikiart,Naive_Art_Primitivism/max-ernst_homage-to-marcel-duchamp-1970.jpg,data/processed/wikiart_subset/images/ACD_000194.jpg,,Max Ernst,Naive Art Primitivism,Naive Art Primitivism,,homage to marcel duchamp 1970,,,,,,,train
ACD_000195,wikiart,Contemporary_Realism/jamie-wyeth_giuliana-and-the-sunflowers-1987.jpg,data/processed/wikiart_subset/images/ACD_000195.jpg,,Jamie Wyeth,Contemporary Realism,Contemporary Realism,,giuliana and the sunflowers 1987,,,,,,,train
ACD_000196,wikiart,Mannerism_Late_Renaissance/maerten-van-heemskerck_the-unhappy-lot-of-the-rich-1560.jpg,data/processed/wikiart_subset/images/ACD_000196.jpg,,Maerten Van Heemskerck,Mannerism Late Renaissance,Mannerism Late Renaissance,,the unhappy lot of the rich 1560,,,,,,,train
ACD_000197,wikiart,Early_Renaissance/benozzo-gozzoli_dream-of-innocent-iii-and-the-confirmation-of-the-rule.jpg,data/processed/wikiart_subset/images/ACD_000197.jpg,,Benozzo Gozzoli,Early Renaissance,Early Renaissance,,dream of innocent iii and the confirmation of the rule,,,,,,,train
ACD_000198,wikiart,Color_Field_Painting/mark-rothko_no-11.jpg,data/processed/wikiart_subset/images/ACD_000198.jpg,,Mark Rothko,Color Field Painting,Color Field Painting,,no 11,,,,,,,train
ACD_000199,wikiart,Early_Renaissance/piero-della-francesca_head-of-an-angel(1).jpg,data/processed/wikiart_subset/images/ACD_000199.jpg,,Piero Della Francesca,Early Renaissance,Early Renaissance,,head of an angel(1),,,,,,,train
ACD_000200,wikiart,Post_Impressionism/moise-kisling_portrait-of-madame-andre-salmon-1919.jpg,data/processed/wikiart_subset/images/ACD_000200.jpg,,Moise Kisling,Post Impressionism,Post Impressionism,,portrait of madame andre salmon 1919,,,,,,,train
ACD_000201,wikiart,Synthetic_Cubism/georges-braque_still-life-with-grapes-1918.jpg,data/processed/wikiart_subset/images/ACD_000201.jpg,,Georges Braque,Synthetic Cubism,Synthetic Cubism,,still life with grapes 1918,,,,,,,train
ACD_000202,wikiart,Baroque/canaletto_grand-canal-from-the-palazzo-balbi.jpg,data/processed/wikiart_subset/images/ACD_000202.jpg,,Canaletto,Baroque,Baroque,,grand canal from the palazzo balbi,,,,,,,train
ACD_000203,wikiart,Mannerism_Late_Renaissance/tintoretto_portrait-of-jacopo-soranzo.jpg,data/processed/wikiart_subset/images/ACD_000203.jpg,,Tintoretto,Mannerism Late Renaissance,Mannerism Late Renaissance,,portrait of jacopo soranzo,,,,,,,train
ACD_000204,wikiart,Expressionism/nikolaos-lytras_briedge-in-the-woods.jpg,data/processed/wikiart_subset/images/ACD_000204.jpg,,Nikolaos Lytras,Expressionism,Expressionism,,briedge in the woods,,,,,,,train
ACD_000205,wikiart,Expressionism/martiros-saryan_head-of-the-girl-1923.jpg,data/processed/wikiart_subset/images/ACD_000205.jpg,,Martiros Saryan,Expressionism,Expressionism,,head of the girl 1923,,,,,,,train
ACD_000206,wikiart,High_Renaissance/michelangelo_ignudo-4.jpg,data/processed/wikiart_subset/images/ACD_000206.jpg,,Michelangelo,High Renaissance,High Renaissance,,ignudo 4,,,,,,,train
ACD_000207,wikiart,Impressionism/ivan-grohar_temarski-vrt-1907.jpg,data/processed/wikiart_subset/images/ACD_000207.jpg,,Ivan Grohar,Impressionism,Impressionism,,temarski vrt 1907,,,,,,,train
ACD_000208,wikiart,Baroque/rembrandt_beggar-with-a-crippled-hand-leaning-on-a-stick-1629.jpg,data/processed/wikiart_subset/images/ACD_000208.jpg,,Rembrandt,Baroque,Baroque,,beggar with a crippled hand leaning on a stick 1629,,,,,,,train
ACD_000209,wikiart,Ukiyo_e/utagawa-kuniyoshi_the-poet-yacuren-and-a-companion-strolling-in-a-grove-of-trees.jpg,data/processed/wikiart_subset/images/ACD_000209.jpg,,Utagawa Kuniyoshi,Ukiyo E,Ukiyo e,,the poet yacuren and a companion strolling in a grove of trees,,,,,,,train
ACD_000210,wikiart,Pop_Art/jim-dine_picabia-ii-forgot-1971.jpg,data/processed/wikiart_subset/images/ACD_000210.jpg,,Jim Dine,Pop Art,Pop Art,,picabia ii forgot 1971,,,,,,,train
ACD_000211,wikiart,Mannerism_Late_Renaissance/jacopo-pontormo_st-sebastian-1515.jpg,data/processed/wikiart_subset/images/ACD_000211.jpg,,Jacopo Pontormo,Mannerism Late Renaissance,Mannerism Late Renaissance,,st sebastian 1515,,,,,,,train
ACD_000212,wikiart,Contemporary_Realism/konstantin-vasilyev_portrait-of-a-sister-with-shepherd-dog.jpg,data/processed/wikiart_subset/images/ACD_000212.jpg,,Konstantin Vasilyev,Contemporary Realism,Contemporary Realism,,portrait of a sister with shepherd dog,,,,,,,train
ACD_000213,wikiart,Northern_Renaissance/pieter-bruegel-the-elder_philistine.jpg,data/processed/wikiart_subset/images/ACD_000213.jpg,,Pieter Bruegel The Elder,Northern Renaissance,Northern Renaissance,,philistine,,,,,,,train
ACD_000214,wikiart,New_Realism/edward-hopper_first-row-orchestra.jpg,data/processed/wikiart_subset/images/ACD_000214.jpg,,Edward Hopper,New Realism,New Realism,,first row orchestra,,,,,,,train
ACD_000215,wikiart,Minimalism/brice-marden_untitled-1966.jpg,data/processed/wikiart_subset/images/ACD_000215.jpg,,Brice Marden,Minimalism,Minimalism,,untitled 1966,,,,,,,train
ACD_000216,wikiart,Pop_Art/richard-hamilton_i-m-dreaming-of-a-black-christmas-1971.jpg,data/processed/wikiart_subset/images/ACD_000216.jpg,,Richard Hamilton,Pop Art,Pop Art,,i m dreaming of a black christmas 1971,,,,,,,train
ACD_000217,wikiart,Rococo/george-morland_thunderstorm.jpg,data/processed/wikiart_subset/images/ACD_000217.jpg,,George Morland,Rococo,Rococo,,thunderstorm,,,,,,,train
ACD_000218,wikiart,Impressionism/nikolay-bogdanov-belsky_symphony.jpg,data/processed/wikiart_subset/images/ACD_000218.jpg,,Nikolay Bogdanov Belsky,Impressionism,Impressionism,,symphony,,,,,,,train
ACD_000219,wikiart,Pop_Art/andy-warhol_brillo-soap-pads-1969.jpg,data/processed/wikiart_subset/images/ACD_000219.jpg,,Andy Warhol,Pop Art,Pop Art,,brillo soap pads 1969,,,,,,,train
ACD_000220,wikiart,Mannerism_Late_Renaissance/jacopo-pontormo_st-matthew-the-evangelist.jpg,data/processed/wikiart_subset/images/ACD_000220.jpg,,Jacopo Pontormo,Mannerism Late Renaissance,Mannerism Late Renaissance,,st matthew the evangelist,,,,,,,train
ACD_000221,wikiart,Realism/ioannis-altamouras_ioannis-altamouras-ekthesi-sto-mouseio-mpenaki-13.jpg,data/processed/wikiart_subset/images/ACD_000221.jpg,,Ioannis Altamouras,Realism,Realism,,ioannis altamouras ekthesi sto mouseio mpenaki 13,,,,,,,train
ACD_000222,wikiart,Naive_Art_Primitivism/marc-chagall_moses-with-the-tablets-of-the-law-1956-1.jpg,data/processed/wikiart_subset/images/ACD_000222.jpg,,Marc Chagall,Naive Art Primitivism,Naive Art Primitivism,,moses with the tablets of the law 1956 1,,,,,,,train
ACD_000223,wikiart,Analytical_Cubism/pablo-picasso_table-in-a-cafe-bottle-of-pernod-1912.jpg,data/processed/wikiart_subset/images/ACD_000223.jpg,,Pablo Picasso,Analytical Cubism,Analytical Cubism,,table in a cafe bottle of pernod 1912,,,,,,,train
ACD_000224,wikiart,Fauvism/louis-valtat_child-with-trumpet-1910.jpg,data/processed/wikiart_subset/images/ACD_000224.jpg,,Louis Valtat,Fauvism,Fauvism,,child with trumpet 1910,,,,,,,train
ACD_000225,wikiart,Cubism/carlos-merida_estabilidad-en-dos-puntos-study.jpg,data/processed/wikiart_subset/images/ACD_000225.jpg,,Carlos Merida,Cubism,Cubism,,estabilidad en dos puntos study,,,,,,,train
ACD_000226,wikiart,Post_Impressionism/pablo-picasso_the-fortune-1901.jpg,data/processed/wikiart_subset/images/ACD_000226.jpg,,Pablo Picasso,Post Impressionism,Post Impressionism,,the fortune 1901,,,,,,,train
ACD_000227,wikiart,Mannerism_Late_Renaissance/jacopo-pontormo_portrait-of-cosimo-de-medici-the-elder.jpg,data/processed/wikiart_subset/images/ACD_000227.jpg,,Jacopo Pontormo,Mannerism Late Renaissance,Mannerism Late Renaissance,,portrait of cosimo de medici the elder,,,,,,,train
ACD_000228,wikiart,Symbolism/nicholas-roerich_mystery-of-rose-1933.jpg,data/processed/wikiart_subset/images/ACD_000228.jpg,,Nicholas Roerich,Symbolism,Symbolism,,mystery of rose 1933,,,,,,,train
ACD_000229,wikiart,Naive_Art_Primitivism/maria-primachenko_ukrainian-milkmaids-work-hard-like-miners-1970.jpg,data/processed/wikiart_subset/images/ACD_000229.jpg,,Maria Primachenko,Naive Art Primitivism,Naive Art Primitivism,,ukrainian milkmaids work hard like miners 1970,,,,,,,train
ACD_000230,wikiart,Art_Nouveau_Modern/frank-johnston_c-flight-machine-cracked-on-hangar-b-1918.jpg,data/processed/wikiart_subset/images/ACD_000230.jpg,,Frank Johnston,Art Nouveau Modern,Art Nouveau Modern,,c flight machine cracked on hangar b 1918,,,,,,,train
ACD_000231,wikiart,Contemporary_Realism/lucian-freud_girl-in-bed-1952.jpg,data/processed/wikiart_subset/images/ACD_000231.jpg,,Lucian Freud,Contemporary Realism,Contemporary Realism,,girl in bed 1952,,,,,,,train
ACD_000232,wikiart,Baroque/rembrandt_portrait-of-a-bearded-man-in-a-wide-brimmed-hat-1633.jpg,data/processed/wikiart_subset/images/ACD_000232.jpg,,Rembrandt,Baroque,Baroque,,portrait of a bearded man in a wide brimmed hat 1633,,,,,,,train
